,Country,Region,Year,Water Source Type,Water Treatment Method,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people"
1049,India,East,2008,Spring,Filtration,6.22,8.38,3.75,7.49,23.48,9.0,2508,69.32,300
1050,USA,West,2012,Well,Chlorination,3.95,6.21,4.75,8.44,34.54,4.85,4381,59.18,498
1051,China,Central,2018,Well,Chlorination,7.68,6.01,1.74,6.28,19.92,12.76,1028,76.98,164
1052,Bangladesh,North,2020,Well,Boiling,4.25,6.07,0.9,8.28,1.31,3.27,2176,58.51,90
1053,Indonesia,West,2023,Tap,Boiling,4.57,7.41,2.7,9.49,22.05,5.68,670,68.37,321
1054,Pakistan,West,2005,River,Filtration,5.18,7.91,3.52,8.21,45.11,15.64,4594,71.29,191
1055,Mexico,West,2003,Pond,Chlorination,8.32,6.92,3.39,5.17,42.83,9.21,1855,48.71,291
1056,Brazil,East,2023,Tap,Chlorination,6.59,7.36,3.06,6.93,20.45,19.87,3429,53.78,75
1057,Bangladesh,South,2002,River,Filtration,3.49,7.29,0.73,9.38,1.11,7.73,2078,31.26,305
1058,Nigeria,North,2002,Pond,Boiling,6.7,6.24,4.18,6.14,31.82,9.27,2006,89.65,98
1059,Indonesia,Central,2003,Spring,Chlorination,6.42,6.8,2.13,7.77,37.06,6.01,1688,82.92,94
1060,USA,Central,2024,Pond,Filtration,9.31,6.05,1.11,6.26,14.71,4.73,4431,42.85,180
1061,USA,South,2004,Pond,Boiling,8.41,6.28,0.43,3.85,23.83,18.45,569,55.34,440
1062,Bangladesh,West,2007,Pond,,6.47,8.03,2.08,3.41,49.59,14.98,4694,59.47,402
1063,Ethiopia,North,2015,Lake,Filtration,3.42,8.07,3.09,9.67,28.82,6.67,1146,53.41,153
1064,India,Central,2021,Spring,Filtration,7.8,8.0,3.33,7.29,17.55,14.0,3774,85.88,373
1065,Nigeria,Central,2002,Tap,Chlorination,5.75,7.82,4.81,3.73,31.37,19.32,864,80.78,355
1066,USA,West,2023,Tap,,9.85,7.98,0.77,9.0,9.0,1.48,4900,83.7,323
1067,Mexico,South,2011,River,Boiling,2.48,7.68,4.93,6.66,9.96,5.29,4409,93.29,111
1068,USA,North,2024,Tap,,0.8,7.67,3.27,8.4,46.25,4.01,27,71.66,170
1069,Brazil,South,2007,Well,Chlorination,0.7,7.67,2.27,3.89,11.96,17.4,1029,73.02,252
1070,Pakistan,South,2012,Pond,Chlorination,6.4,7.29,4.44,9.35,15.54,3.58,1996,80.54,382
1071,USA,North,2003,Tap,Boiling,9.39,6.91,3.47,7.13,27.19,6.16,1341,77.69,350
1072,Brazil,North,2013,River,Boiling,0.02,7.83,1.74,8.17,44.98,10.88,1248,90.89,121
1073,Bangladesh,Central,2013,River,Boiling,7.26,6.75,4.42,3.22,39.07,12.42,2136,83.91,441
1074,Bangladesh,Central,2012,Well,Chlorination,6.57,7.36,3.33,5.21,2.19,16.16,2087,38.43,204
1075,Indonesia,North,2005,River,Boiling,7.32,7.08,3.49,4.87,34.65,8.15,680,94.99,244
1076,USA,East,2016,Lake,Boiling,3.55,6.69,4.48,9.65,25.2,10.68,374,77.82,126
1077,Mexico,Central,2003,Pond,Boiling,8.2,8.44,2.24,4.3,23.78,19.31,3369,38.9,490
1078,USA,East,2007,Pond,Filtration,0.45,6.65,3.28,7.95,34.58,5.95,3045,84.04,358
1079,Mexico,North,2016,Pond,Boiling,7.55,6.77,3.72,3.3,9.81,4.96,2337,55.09,314
1080,China,Central,2002,Spring,Chlorination,2.67,6.4,2.27,4.38,49.07,14.21,805,86.42,45
1081,Indonesia,South,2016,Tap,Filtration,4.77,8.06,0.42,5.37,32.27,15.42,3039,96.88,451
1082,China,North,2008,Lake,Chlorination,8.23,7.47,3.86,8.56,18.28,8.3,278,47.87,295
1083,USA,West,2001,Tap,,2.71,7.53,0.24,8.53,30.01,4.26,1405,90.02,235
1084,Indonesia,East,2024,Lake,Filtration,1.85,8.05,3.59,9.67,10.82,15.58,787,84.15,140
1085,China,North,2012,Tap,Boiling,6.81,6.86,4.55,9.42,31.69,13.41,1332,76.98,120
1086,India,North,2019,Well,Filtration,5.33,6.48,1.73,3.57,1.41,17.52,4372,56.94,360
1087,USA,Central,2001,River,Chlorination,5.14,6.5,0.51,8.81,17.06,16.89,3147,37.69,8
1088,China,Central,2019,River,Filtration,2.57,7.83,1.16,6.16,37.38,4.1,2345,63.87,65
1089,India,Central,2010,Well,,0.35,7.54,2.81,9.06,40.4,16.65,3449,37.4,482
1090,India,West,2021,Lake,Boiling,4.1,6.52,4.71,3.63,12.65,3.5,432,65.01,308
1091,Bangladesh,Central,2014,Spring,Boiling,1.07,6.36,2.56,8.76,26.97,17.27,1009,87.42,459
1092,USA,North,2010,Lake,,9.06,6.3,0.56,4.12,26.42,15.41,3849,99.83,80
1093,India,Central,2022,River,Chlorination,0.41,7.57,3.14,5.34,21.07,11.4,316,43.86,259
1094,Bangladesh,South,2002,Spring,Filtration,4.32,6.0,3.66,3.2,11.42,12.84,4216,44.55,381
1095,China,Central,2002,Tap,Chlorination,0.52,6.05,1.97,3.87,35.16,2.08,1365,86.76,397
1096,Brazil,West,2011,Spring,Chlorination,0.96,6.97,3.61,6.12,12.62,0.8,4399,62.83,468
1097,USA,South,2023,Lake,Chlorination,6.59,7.73,1.62,8.73,45.55,6.61,935,94.11,104
1098,Indonesia,North,2004,Well,Boiling,6.47,7.74,3.95,8.42,26.43,16.43,3518,83.83,391
1099,Mexico,North,2019,Tap,Filtration,0.33,7.08,1.71,4.65,43.52,9.32,3787,81.55,96
1100,Mexico,East,2006,Lake,Boiling,0.01,7.73,1.28,4.06,14.54,4.47,2768,37.14,189
1101,China,South,2006,Tap,Boiling,0.79,7.3,4.4,5.72,40.35,16.69,495,32.51,428
1102,Ethiopia,East,2012,Spring,Boiling,7.63,8.44,2.74,9.18,5.68,4.57,3592,52.17,347
1103,Ethiopia,South,2008,River,Filtration,5.85,6.41,1.43,3.64,38.34,16.31,2232,45.21,194
1104,China,South,2024,Lake,,0.38,7.5,4.68,6.8,19.35,9.06,4018,79.86,445
1105,India,West,2020,Well,Boiling,4.88,7.23,3.45,3.62,23.5,9.27,2935,61.55,333
1106,USA,East,2012,Spring,Boiling,7.12,6.49,1.1,6.29,8.34,5.45,4808,66.62,82
1107,Mexico,West,2011,Lake,Boiling,8.69,7.87,3.07,3.89,0.93,18.0,4445,86.96,250
1108,Mexico,South,2012,Well,Filtration,9.34,6.69,4.35,3.56,33.31,1.78,2367,63.5,69
1109,India,North,2023,Lake,Filtration,3.27,6.95,3.48,4.34,29.39,2.89,2584,68.14,291
1110,Mexico,South,2009,Spring,Chlorination,1.36,6.94,1.22,4.79,31.12,12.72,905,88.96,339
1111,Indonesia,West,2000,Lake,Boiling,2.37,6.61,3.24,4.93,12.75,17.0,3227,60.19,384
1112,USA,East,2024,Tap,Boiling,7.76,7.08,3.1,7.52,11.96,1.91,1827,35.82,187
1113,Pakistan,East,2007,Spring,Filtration,9.71,7.18,4.1,3.38,41.51,14.68,3722,66.52,457
1114,Mexico,West,2021,Lake,Filtration,4.66,7.86,0.89,3.57,38.06,14.85,2580,70.56,140
1115,China,East,2015,River,Boiling,3.05,7.91,3.5,4.32,16.84,11.63,4597,65.83,139
1116,Indonesia,Central,2012,Lake,,4.29,6.4,0.14,9.1,31.89,9.73,1515,48.06,74
1117,Mexico,North,2002,Tap,Chlorination,3.05,7.48,3.48,7.4,41.41,6.42,4622,45.66,99
1118,Indonesia,North,2002,Well,Chlorination,2.56,8.24,4.8,8.11,44.44,7.03,4806,55.88,144
1119,Bangladesh,North,2023,Well,Boiling,5.94,6.27,0.87,5.59,0.29,13.49,3003,41.64,174
1120,Pakistan,East,2004,Well,Chlorination,0.16,7.18,1.56,4.49,40.67,1.31,111,76.62,308
1121,Nigeria,East,2010,River,Chlorination,2.6,7.88,2.91,3.27,17.52,11.7,1672,73.03,220
1122,China,South,2006,Tap,Boiling,6.61,7.53,3.66,6.42,35.92,5.57,2302,74.27,322
1123,China,South,2020,Spring,Chlorination,0.32,6.25,1.72,7.02,18.57,9.33,1650,45.74,476
1124,USA,North,2023,Well,Filtration,0.83,6.99,3.32,9.28,30.31,11.18,4395,47.26,9
1125,Indonesia,Central,2009,Tap,Boiling,2.93,7.27,4.5,9.17,32.34,17.71,2474,85.12,45
1126,India,South,2009,Lake,Filtration,8.78,8.49,3.63,5.97,20.25,11.58,3995,78.31,338
1127,China,South,2019,River,Boiling,7.65,6.45,3.56,5.97,25.64,4.54,1890,91.26,116
1128,Indonesia,East,2001,Tap,Filtration,0.22,8.46,1.91,4.13,36.32,1.59,306,58.25,3
1129,Indonesia,Central,2002,Tap,Chlorination,5.02,6.94,4.56,4.8,23.82,12.54,120,68.31,312
1130,Brazil,North,2007,Spring,,2.75,6.5,1.39,9.48,0.7,10.9,3101,81.71,237
1131,Brazil,South,2010,Tap,Filtration,6.49,7.04,1.03,3.99,0.65,13.44,1277,98.19,293
1132,Nigeria,Central,2012,Spring,Filtration,7.22,7.53,1.82,9.78,33.07,9.19,1427,99.27,395
1133,Bangladesh,Central,2006,River,,8.63,6.53,3.25,6.53,42.36,16.5,3102,99.94,30
1134,Nigeria,North,2012,River,,4.75,6.73,4.31,6.2,39.26,18.4,1185,92.34,129
1135,Mexico,Central,2001,Lake,Filtration,9.94,8.14,0.66,4.22,15.52,0.8,1455,74.78,240
1136,India,Central,2005,Spring,Filtration,9.8,8.5,4.07,7.63,23.56,14.88,1179,30.49,384
1137,Mexico,Central,2008,Spring,Filtration,8.82,6.8,4.06,6.22,11.71,0.7,1346,78.97,80
1138,Ethiopia,South,2019,Well,Boiling,5.75,6.37,2.93,5.59,49.46,8.9,628,46.7,24
1139,Mexico,North,2024,Well,Filtration,3.98,7.98,3.8,4.85,13.03,9.23,1214,34.0,260
1140,USA,Central,2001,Lake,Filtration,3.64,7.5,0.91,3.47,20.81,13.92,1961,78.8,47
1141,Mexico,Central,2017,River,,0.12,6.25,0.85,6.64,34.06,7.05,2995,82.92,397
1142,Nigeria,South,2015,Pond,,2.49,8.37,4.31,5.19,43.8,16.42,4612,76.16,51
1143,China,North,2024,Well,Boiling,7.19,6.2,2.49,7.96,2.57,6.86,4940,55.56,329
1144,China,East,2011,Tap,Boiling,6.04,7.56,1.23,8.06,15.05,6.85,1547,65.77,148
1145,Brazil,South,2006,River,Chlorination,9.16,7.06,3.44,5.32,28.45,4.46,4915,95.45,408
1146,India,North,2006,Pond,Filtration,0.5,7.39,4.46,7.68,30.92,13.68,2858,81.07,98
1147,India,Central,2016,Tap,Filtration,1.55,6.53,3.16,4.81,3.5,1.53,761,65.33,66
1148,USA,North,2012,Spring,,7.89,7.72,1.74,8.09,33.2,7.26,2366,71.54,209
1149,Nigeria,North,2010,River,Chlorination,3.59,8.4,2.42,3.11,26.4,5.34,4206,94.94,247
1150,Brazil,North,2005,Lake,Filtration,1.18,7.15,3.76,4.06,41.38,4.59,1841,57.56,118
1151,Ethiopia,East,2022,Spring,Chlorination,9.96,7.31,0.34,4.72,11.11,1.22,4902,37.13,433
1152,India,North,2013,Spring,Boiling,7.87,6.6,1.09,8.41,9.75,3.81,1496,52.81,227
1153,China,East,2005,Tap,Filtration,4.09,8.23,2.31,3.46,39.67,8.92,3919,59.06,102
1154,Mexico,Central,2005,Spring,Filtration,8.23,8.43,3.02,4.32,35.19,10.07,3088,49.11,288
1155,Mexico,East,2001,Well,Boiling,6.81,7.97,1.7,5.51,39.58,5.39,1243,67.03,239
1156,Brazil,Central,2021,River,Filtration,7.9,7.36,1.49,3.06,39.1,13.0,4582,51.34,400
1157,Nigeria,Central,2019,Well,Boiling,8.15,8.39,0.21,8.33,5.2,6.72,4906,37.22,231
1158,Nigeria,East,2024,Tap,Boiling,0.85,6.38,0.16,6.92,13.93,7.34,2043,43.16,453
1159,Bangladesh,South,2014,Pond,Chlorination,6.23,7.2,1.39,9.3,13.0,15.65,3376,94.27,289
1160,Pakistan,West,2016,Tap,,0.07,7.34,2.65,3.22,46.73,11.04,516,74.07,153
1161,India,North,2007,River,,0.43,7.23,2.78,4.9,24.37,19.06,834,52.0,169
1162,Nigeria,West,2004,Spring,Boiling,9.04,8.01,2.47,8.12,5.55,7.19,623,55.68,158
1163,China,North,2016,Lake,Chlorination,5.28,7.68,2.05,7.73,14.48,16.56,1047,64.54,112
1164,Brazil,North,2019,Tap,Boiling,7.36,6.32,1.26,4.7,43.6,14.77,1564,77.12,50
1165,Ethiopia,Central,2000,River,Chlorination,8.39,6.87,2.0,7.17,42.35,17.8,3982,70.75,475
1166,Bangladesh,North,2021,Lake,Chlorination,9.5,6.85,0.69,8.56,45.02,19.14,496,95.29,35
1167,Indonesia,North,2017,Spring,,8.69,7.41,0.58,3.23,19.43,0.15,2429,73.8,12
1168,USA,East,2014,Pond,,4.83,6.73,1.5,8.02,32.07,1.77,2263,93.76,340
1169,Ethiopia,West,2004,Tap,Chlorination,3.36,6.29,4.98,4.76,13.91,13.49,542,30.38,217
1170,Indonesia,East,2006,Pond,,1.54,7.63,1.63,9.63,9.04,7.8,915,92.34,242
1171,Mexico,North,2017,River,Chlorination,4.0,8.13,4.68,6.77,1.1,16.38,1801,80.5,222
1172,USA,Central,2005,Pond,Filtration,3.66,8.33,1.96,3.23,11.17,0.24,3082,42.05,207
1173,India,East,2021,Pond,Boiling,5.6,8.43,2.2,5.82,30.22,16.14,81,48.41,478
1174,China,East,2020,River,,6.66,7.95,3.99,9.76,45.21,2.7,1179,68.0,268
1175,USA,South,2004,River,Boiling,9.78,6.35,0.47,8.11,6.67,5.8,165,38.75,221
1176,Pakistan,North,2018,Tap,,7.28,8.13,0.91,5.1,45.9,19.38,2255,84.98,287
1177,Indonesia,Central,2009,Pond,Boiling,6.44,7.0,4.87,7.03,17.27,1.03,2071,85.38,388
1178,India,East,2014,Lake,Boiling,3.35,7.82,2.53,7.19,21.34,6.98,806,51.07,11
1179,Pakistan,East,2009,River,,0.35,7.33,0.22,3.16,18.25,1.69,2738,34.89,486
1180,Mexico,Central,2015,Spring,,2.88,8.07,0.24,4.25,20.43,17.07,331,99.22,186
1181,Pakistan,North,2011,Pond,,7.68,7.06,4.54,6.86,12.96,14.06,3590,47.55,168
1182,Bangladesh,South,2017,River,,2.05,6.15,4.37,5.82,34.93,16.01,1534,34.73,292
1183,Bangladesh,East,2022,Lake,Chlorination,7.12,7.39,2.29,4.33,37.91,10.55,180,53.1,323
1184,Brazil,South,2000,Tap,,5.8,6.43,0.82,8.41,41.16,7.15,1316,97.83,105
1185,Ethiopia,West,2015,Pond,,1.72,8.41,4.15,6.42,17.06,0.05,1106,85.5,175
1186,Ethiopia,North,2021,River,,2.62,7.32,1.62,5.17,38.23,5.56,1589,63.62,426
1187,India,West,2005,River,Filtration,4.96,7.38,2.1,4.13,31.88,10.29,2486,51.37,348
1188,Mexico,West,2002,Spring,Boiling,4.18,8.27,3.41,7.28,47.9,13.29,2590,59.63,40
1189,Nigeria,West,2001,Spring,,7.79,7.56,1.77,7.66,21.24,4.58,2240,31.22,311
1190,Bangladesh,North,2001,Pond,,7.34,6.76,3.14,7.69,49.62,2.78,487,80.29,324
1191,India,North,2012,River,Boiling,5.75,6.74,4.43,4.54,37.02,4.03,611,36.98,248
1192,Nigeria,Central,2008,Pond,Boiling,8.22,7.25,3.99,7.17,38.81,7.08,3420,66.33,266
1193,Ethiopia,South,2015,River,Chlorination,5.63,8.17,1.91,9.34,1.29,2.97,3194,69.61,221
1194,Brazil,South,2004,Spring,Boiling,9.64,7.99,1.44,5.47,24.87,3.14,1397,30.12,392
1195,Pakistan,Central,2022,Lake,Boiling,2.17,8.41,1.43,4.48,26.42,0.88,1456,98.59,112
1196,Bangladesh,Central,2020,Well,Filtration,7.14,6.18,1.74,8.41,2.03,17.13,2193,51.15,283
1197,India,West,2006,Well,Chlorination,3.7,6.67,2.47,4.24,15.61,4.4,3074,35.41,277
1198,USA,Central,2012,River,Filtration,2.79,6.2,2.08,4.78,47.78,16.44,1337,89.81,202
1199,Nigeria,East,2019,Spring,Boiling,1.8,7.88,0.67,3.7,21.31,8.77,4422,40.64,340
1200,Pakistan,South,2023,Tap,,5.53,6.35,0.82,4.88,9.34,12.65,2200,31.75,261
1201,Bangladesh,Central,2012,Tap,Chlorination,2.15,6.25,1.71,5.87,25.67,1.51,4497,64.63,281
1202,Ethiopia,East,2006,Well,Boiling,2.0,7.4,2.81,3.45,1.69,11.67,2867,39.09,143
1203,Mexico,East,2009,Lake,Boiling,9.91,7.03,2.96,9.1,25.8,5.8,4583,98.77,242
1204,Nigeria,East,2014,Well,,8.02,7.79,2.43,6.6,29.71,1.9,3882,30.73,269
1205,Ethiopia,East,2020,River,,7.48,7.22,3.69,7.12,17.88,18.16,2114,33.58,34
1206,Bangladesh,West,2005,Lake,,7.94,7.06,3.69,5.6,38.13,12.07,2136,88.33,297
1207,Nigeria,East,2004,Tap,Chlorination,9.69,7.06,2.14,7.69,6.79,4.83,78,46.78,52
1208,Pakistan,West,2022,Spring,Filtration,5.73,8.18,0.62,6.02,43.91,8.39,377,93.81,355
1209,Bangladesh,West,2001,Spring,Chlorination,2.2,6.99,2.65,8.33,47.77,7.14,164,51.78,149
1210,Indonesia,East,2020,River,,8.62,6.83,1.91,8.75,0.06,14.01,4844,34.88,436
1211,India,South,2014,Well,Chlorination,7.43,6.85,0.69,7.7,42.14,12.15,1720,30.74,449
1212,Pakistan,East,2015,River,,4.14,6.49,4.91,6.44,25.31,0.4,2984,49.78,12
1213,Nigeria,East,2018,Spring,Filtration,4.74,8.15,1.85,8.48,23.07,3.96,154,63.16,266
1214,Mexico,East,2008,Tap,Chlorination,4.11,6.37,3.13,6.46,11.93,9.56,1146,30.07,395
1215,Ethiopia,South,2021,Spring,Filtration,9.3,8.27,2.45,3.78,22.37,8.91,1063,70.68,96
1216,USA,North,2018,Lake,Filtration,3.44,6.71,0.71,3.81,47.52,10.33,2216,53.36,85
1217,Ethiopia,North,2006,Pond,,9.63,8.25,0.28,9.64,10.54,14.3,2839,57.31,308
1218,Nigeria,West,2003,Spring,Chlorination,9.1,7.98,3.13,4.49,8.95,13.64,1463,48.3,264
1219,Ethiopia,West,2002,Spring,Chlorination,6.31,7.45,1.24,8.71,12.09,7.46,3470,67.03,491
1220,India,South,2023,Pond,Filtration,5.8,7.67,1.22,4.73,27.59,17.55,1516,46.11,70
1221,Bangladesh,Central,2019,Lake,,3.7,6.81,4.78,6.02,46.51,1.26,3050,39.44,16
1222,USA,North,2010,Well,Filtration,0.18,7.44,2.31,7.58,28.69,11.69,4423,92.35,188
1223,China,West,2000,Spring,Filtration,1.28,6.73,0.15,4.11,12.17,18.99,1526,57.34,9
1224,Nigeria,North,2005,River,Filtration,7.54,7.01,1.7,8.16,22.02,10.98,3610,35.39,165
1225,Brazil,South,2010,Spring,Filtration,4.72,7.91,2.92,7.83,19.52,9.1,2392,46.12,378
1226,China,South,2000,River,Chlorination,1.5,6.61,1.64,6.8,2.33,2.68,788,51.7,38
1227,Ethiopia,Central,2020,Lake,Boiling,2.64,8.1,0.13,6.96,25.53,16.2,2548,83.88,498
1228,Nigeria,Central,2006,Spring,Chlorination,9.48,6.94,2.22,3.74,6.3,7.48,4657,31.56,365
1229,Indonesia,South,2005,Lake,,3.67,7.33,0.53,6.05,42.11,14.02,4608,63.48,344
1230,Brazil,West,2013,Lake,Boiling,9.08,8.35,3.1,3.61,27.45,3.95,515,58.54,218
1231,USA,North,2001,Well,Filtration,3.05,7.7,3.1,5.16,42.23,0.84,3062,97.79,93
1232,Mexico,East,2003,Spring,Chlorination,5.43,7.61,0.19,9.3,47.8,6.11,4762,42.61,157
1233,Indonesia,Central,2010,River,Boiling,0.2,7.78,1.45,7.02,47.16,5.63,1567,73.95,362
1234,China,East,2014,River,Filtration,5.22,8.3,2.07,8.2,5.02,17.47,1448,44.15,33
1235,Bangladesh,West,2017,Spring,Chlorination,6.37,6.62,2.75,7.02,47.24,17.29,966,68.39,288
1236,India,Central,2000,Pond,Boiling,2.34,7.53,1.48,4.36,39.79,10.68,363,68.85,415
1237,Mexico,East,2002,Well,Chlorination,5.79,7.0,1.44,7.16,38.88,0.38,107,35.27,489
1238,Indonesia,West,2002,Well,Boiling,6.47,6.03,4.92,8.29,4.51,4.57,3094,61.95,11
1239,Bangladesh,North,2006,Well,,6.87,6.31,0.21,3.97,8.98,12.78,622,62.28,232
1240,Bangladesh,West,2000,River,Chlorination,7.76,6.81,4.95,8.72,48.76,2.03,4416,52.34,86
1241,Nigeria,Central,2024,Lake,Chlorination,3.11,7.41,0.24,6.89,10.67,14.01,509,49.4,92
1242,Indonesia,South,2010,Pond,Boiling,5.68,8.2,1.44,3.03,8.45,0.24,1064,45.7,106
1243,USA,North,2005,Well,,9.82,7.98,2.47,6.64,18.12,13.65,3865,30.42,192
1244,Ethiopia,East,2019,River,Chlorination,8.98,7.38,0.72,5.77,45.67,16.89,303,30.13,467
1245,Brazil,Central,2002,River,,9.53,6.18,0.67,5.08,23.81,9.38,968,71.29,9
1246,Brazil,South,2018,Lake,,3.86,6.71,1.28,8.4,46.03,16.58,1438,50.4,124
1247,China,West,2001,Spring,Chlorination,7.87,6.92,4.87,9.3,16.72,15.63,3521,41.75,274
1248,China,South,2017,Spring,Filtration,6.2,7.55,1.9,8.34,11.33,13.43,3871,77.93,278
1249,Brazil,Central,2011,Well,Boiling,0.83,6.16,2.83,8.93,24.76,8.9,3500,67.02,127
1250,USA,Central,2009,Well,Chlorination,8.24,7.33,3.52,9.36,30.77,5.44,2199,94.05,340
1251,India,South,2004,Pond,,6.77,8.25,3.71,9.39,19.57,17.22,4354,88.17,184
1252,Pakistan,West,2008,Lake,Boiling,1.99,7.76,3.44,3.8,17.3,12.97,3901,80.87,362
1253,Ethiopia,South,2001,Well,Chlorination,0.8,7.99,1.68,6.19,10.9,15.96,2270,38.86,354
1254,India,Central,2001,Lake,Boiling,8.37,7.7,0.56,3.0,13.75,11.04,229,76.63,58
1255,Nigeria,Central,2005,River,Boiling,0.79,6.52,1.41,6.55,33.66,3.44,2486,78.57,495
1256,Pakistan,East,2009,Well,,0.91,6.28,1.05,9.47,18.49,19.59,149,83.43,479
1257,Pakistan,East,2017,River,Filtration,4.27,8.07,0.68,4.39,3.99,3.65,909,48.42,181
1258,Indonesia,North,2011,Tap,Filtration,1.35,7.74,0.12,7.48,6.91,18.22,3528,74.82,73
1259,USA,Central,2003,Lake,Boiling,9.14,7.44,4.68,7.51,18.62,4.16,977,73.28,1
1260,USA,East,2021,Tap,,4.7,6.47,4.61,4.12,46.23,7.47,634,56.97,242
1261,Pakistan,South,2020,Well,,5.69,7.51,0.25,4.67,18.95,8.8,4717,76.45,227
1262,Indonesia,West,2016,River,Chlorination,9.28,6.08,0.87,6.23,3.03,18.43,2190,36.07,47
1263,Ethiopia,South,2014,Well,Boiling,5.3,6.3,0.7,4.32,20.9,17.76,4149,75.05,5
1264,Pakistan,West,2005,Tap,Chlorination,3.54,6.78,1.41,7.09,33.44,16.46,4939,72.42,42
1265,Mexico,East,2015,Well,,7.97,7.11,1.02,6.39,29.68,7.53,3474,44.74,144
1266,China,North,2016,Pond,Boiling,4.43,6.3,4.73,6.63,13.94,0.09,3780,87.27,126
1267,China,South,2002,Spring,Filtration,3.18,6.3,0.42,3.94,34.4,13.63,1865,91.21,334
1268,India,South,2009,Tap,Filtration,7.23,7.81,1.06,6.62,31.53,8.22,298,44.73,245
1269,Nigeria,South,2004,Well,Chlorination,8.02,7.42,0.4,3.35,8.61,15.14,2739,35.32,419
1270,China,West,2013,River,Boiling,7.92,7.33,4.9,9.17,8.11,15.9,3725,72.25,407
1271,Bangladesh,East,2020,Well,,9.78,7.13,4.59,5.4,27.36,8.79,3391,63.59,120
1272,India,South,2012,River,Chlorination,7.87,8.44,3.58,8.99,32.97,14.96,4540,59.93,231
1273,China,South,2005,Spring,Filtration,7.7,6.12,2.13,7.91,48.1,16.8,97,83.27,375
1274,Nigeria,North,2011,Well,,8.57,6.45,0.95,8.36,21.1,18.57,3197,97.88,188
1275,USA,North,2007,Spring,Boiling,0.0,7.62,1.11,5.2,38.25,11.65,2105,63.44,284
1276,USA,East,2004,Tap,Filtration,3.62,6.34,2.22,4.59,5.83,15.57,4272,30.43,241
1277,Ethiopia,East,2014,River,,7.38,7.47,3.84,5.85,44.48,9.89,4814,71.74,77
1278,Pakistan,Central,2015,Pond,Filtration,6.0,7.42,1.32,3.17,31.66,0.83,3522,75.78,57
1279,Mexico,North,2000,Tap,Boiling,1.78,8.43,1.55,9.43,31.45,3.1,4418,87.96,449
1280,USA,Central,2015,River,Chlorination,3.04,8.21,3.0,5.71,7.12,2.56,845,43.96,495
1281,Indonesia,West,2004,Spring,,3.37,8.36,1.19,9.92,1.98,3.44,4185,66.7,469
1282,China,Central,2002,Lake,,5.68,6.28,2.92,8.33,35.07,0.2,4226,61.3,494
1283,Indonesia,South,2019,Well,Boiling,8.32,8.17,1.94,3.56,5.85,17.17,3881,76.51,180
1284,Nigeria,Central,2014,Spring,Filtration,9.32,6.32,0.17,7.62,6.35,11.2,1052,34.48,69
1285,USA,East,2012,River,Filtration,7.5,7.58,2.01,4.9,9.38,7.66,3848,91.88,264
1286,Mexico,West,2023,River,Filtration,8.43,7.8,4.6,4.71,4.89,8.2,3615,65.78,203
1287,Nigeria,South,2015,River,,4.7,6.4,1.47,4.8,31.27,9.27,3157,91.39,169
1288,Bangladesh,Central,2022,River,,3.9,7.58,1.61,9.41,21.1,1.48,2105,53.82,294
1289,Bangladesh,West,2010,Well,Filtration,3.93,6.13,0.33,6.5,13.3,5.49,993,75.75,452
1290,Indonesia,West,2020,Tap,,6.16,6.73,3.08,7.69,22.04,17.03,3096,96.97,377
1291,Pakistan,South,2001,Pond,Chlorination,1.24,8.3,4.25,4.97,42.21,14.87,189,96.04,246
1292,India,Central,2021,Lake,Boiling,5.79,6.43,1.76,6.66,46.35,11.27,2123,96.09,423
1293,Pakistan,West,2005,Well,Boiling,6.65,6.16,1.2,5.45,24.37,9.61,2418,33.01,58
1294,Ethiopia,West,2005,River,,4.39,7.11,4.78,5.25,28.34,5.18,4994,58.21,299
1295,Pakistan,North,2013,Well,Chlorination,9.53,8.13,3.73,4.73,12.86,9.43,2898,34.25,320
1296,Ethiopia,West,2024,Spring,Chlorination,6.08,6.19,2.84,5.86,25.68,11.96,4601,51.66,457
1297,Ethiopia,North,2010,Pond,Filtration,2.2,6.89,1.53,7.62,37.41,14.25,1966,42.22,10
1298,Mexico,Central,2007,River,Boiling,4.79,8.25,1.1,4.55,24.61,3.33,4278,73.41,346
1299,USA,Central,2007,Lake,Boiling,6.75,6.3,3.58,9.76,15.1,16.26,4249,84.65,470
1300,Mexico,Central,2000,River,Boiling,3.24,6.78,2.61,3.87,29.1,6.92,3411,65.93,339
1301,Ethiopia,East,2020,Pond,,0.8,7.95,2.6,6.36,47.33,10.07,3946,85.68,4
1302,Nigeria,Central,2006,Lake,Chlorination,5.83,7.36,0.37,3.6,44.4,12.16,1046,30.9,204
1303,Bangladesh,West,2005,Pond,Filtration,9.48,8.08,2.56,3.16,38.46,9.76,2573,87.43,369
1304,Ethiopia,South,2020,Lake,,4.85,6.28,4.11,9.46,13.81,11.44,605,42.49,457
1305,Mexico,North,2007,Tap,Filtration,9.06,8.3,4.73,8.67,12.08,2.23,1366,62.27,244
1306,Nigeria,East,2018,Tap,,8.35,8.34,0.53,7.86,41.93,8.64,2926,60.98,248
